local_time_boot_ms,target_time_boot_ms,attitude_time_boot_ms,servo_time_usec,x,y,z,vx,vy,vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,servo1_raw,servo2_raw,servo3_raw,servo4_raw,is_err
1889260,1889308,1889316,1889340000,-0.025182144716382027,0.2530072331428528,0.02264404296875,0.010784532874822617,-0.01620490290224552,0.003762433771044016,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010495414026081562,-0.20083387196063995,-2.4863831996917725,-3.135831356048584,0.0026920433156192303,1.1115543842315674,-0.0014636681880801916,-0.011396734975278378,0.006158217787742615,2000,1000,2000,1000,False
1889356,1889412,1889416,1889436000,-0.025755876675248146,0.25231555104255676,0.02215576171875,0.010751440189778805,-0.019026925787329674,0.004265306983143091,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010236101225018501,-0.1999206393957138,-2.4859864711761475,-3.1360552310943604,0.0027839874383062124,1.1113336086273193,-0.002031180774793029,0.011568497866392136,-0.004030192736536264,2000,1000,2000,1000,False
1889452,1889508,1889516,1889540000,-0.025744862854480743,0.25126734375953674,0.021728515625,0.009549219161272049,-0.020466944202780724,-0.001453874516300857,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010548308491706848,-0.19868974387645721,-2.4855287075042725,-3.136248826980591,0.002428713720291853,1.111428141593933,0.005651021376252174,-0.0092417998239398,-0.010046138428151608,2000,1000,2000,1000,False
1889556,1889604,1889612,1889636000,-0.025375809520483017,0.2500916123390198,0.02117919921875,0.012636665254831314,-0.019444219768047333,-0.0007044102530926466,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010339295491576195,-0.19854435324668884,-2.4847657680511475,-3.1363186836242676,0.002372975926846266,1.1117457151412964,0.003294447436928749,0.01638634130358696,-0.00275088706985116,2000,1000,2000,1000,False
1889652,1889708,1889712,1889736000,-0.025815598666667938,0.25050804018974304,0.0203857421875,0.013506759889423847,-0.015272478573024273,0.0005929685430601239,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01023112889379263,-0.19882450997829437,-2.4841859340667725,-3.1362392902374268,0.002266020979732275,1.1117968559265137,0.011905915103852749,-0.0009532267577014863,0.004060911014676094,2000,1000,2000,1000,False
1889756,1889804,1889812,1889840000,-0.025643596425652504,0.250481516122818,0.019927978515625,0.014904615469276905,-0.017813630402088165,-0.0014271725667640567,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010806814767420292,-0.1985289603471756,-2.4837281703948975,-3.1357429027557373,0.0024279342032969,1.111673355102539,0.005239312071353197,0.002286333590745926,0.008290363475680351,2000,1000,2000,1000,False
1889860,1889908,1889912,1889936000,-0.024591578170657158,0.2500649690628052,0.01934814453125,0.0170759167522192,-0.016366681084036827,-0.003718702122569084,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.012052327394485474,-0.19801899790763855,-2.4832093715667725,-3.135756731033325,0.0025373748503625393,1.111870527267456,0.003642108291387558,0.003011636435985565,0.0023816186003386974,2000,1000,2000,1000,False
1889956,1890004,1890012,1890036000,-0.023548178374767303,0.24910672008991241,0.018768310546875,0.01836276240646839,-0.01885443925857544,-0.004611062351614237,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.012131293304264545,-0.1963127851486206,-2.4819886684417725,-3.135293960571289,0.0021724982652813196,1.111926794052124,-0.00397969875484705,0.007423765957355499,-0.0009197258041240275,2000,1000,2000,1000,False
1890052,1890108,1890112,1890136000,-0.023892609402537346,0.2468317598104477,0.017303466796875,0.01744447834789753,-0.021212738007307053,-0.0036179868038743734,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.012089326046407223,-0.19393393397331238,-2.4807374477386475,-3.1354241371154785,0.0022698319517076015,1.1115765571594238,0.005824441090226173,0.0035420379135757685,0.006369201000779867,2000,1000,2000,1000,False
1890156,1890204,1890212,1890240000,-0.023705005645751953,0.24437372386455536,0.016082763671875,0.015920275822281837,-0.02070876769721508,-0.008501274511218071,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01235662866383791,-0.19187192618846893,-2.4795472621917725,-3.1351864337921143,0.0024440516717731953,1.1113834381103516,0.0027741591911762953,0.0020274892449378967,0.0011933916248381138,2000,1000,2000,1000,False
1890252,1890308,1890312,1890336000,-0.023406732827425003,0.2421899288892746,0.014984130859375,0.012550529092550278,-0.021788787096738815,-0.008289617486298084,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01274938602000475,-0.18962474167346954,-2.4784486293792725,-3.134878158569336,0.0028748991899192333,1.1112582683563232,-0.0018735412741079926,-0.008195116184651852,0.0019899928011000156,2000,1000,2000,1000,False
1890356,1890404,1890412,1890440000,-0.02322976104915142,0.24034163355827332,0.01385498046875,0.01120126061141491,-0.01942710019648075,-0.006410503294318914,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.012147336266934872,-0.18931180238723755,-2.4771668910980225,-3.1350839138031006,0.002886169822886586,1.1110895872116089,-0.00733338063582778,0.001145954942330718,0.01205942127853632,2000,1000,2000,1000,False
1890452,1890508,1890512,1890540000,-0.02413254976272583,0.2406378984451294,0.012359619140625,0.011302470229566097,-0.019951310008764267,-0.010105423629283905,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011581082828342915,-0.18922394514083862,-2.4755799770355225,-3.135406732559204,0.0031227502040565014,1.1109367609024048,-0.003103021765127778,0.0013587658759206533,0.0007072490989230573,2000,1000,2000,1000,False
1890556,1890604,1890612,1890640000,-0.024452952668070793,0.24028965830802917,0.010833740234375,0.010671531781554222,-0.019277134910225868,-0.013074089772999287,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011547216214239597,-0.18876959383487701,-2.4741761684417725,-3.1354942321777344,0.0031270342878997326,1.1108781099319458,-0.0016449346439912915,-0.0026959336828440428,-0.0034608361311256886,2000,1000,2000,1000,False
1890660,1890708,1890716,1890740000,-0.024281710386276245,0.23952408134937286,0.009307861328125,0.010432884097099304,-0.021328292787075043,-0.01352423895150423,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011950029991567135,-0.18775220215320587,-2.4727113246917725,-3.135638475418091,0.0034211149904876947,1.1109507083892822,0.008787921629846096,-0.006834811996668577,0.010885353200137615,2000,1000,2000,1000,False
1890756,1890804,1890812,1890840000,-0.02396245300769806,0.23866403102874756,0.007965087890625,0.00989810936152935,-0.023662541061639786,-0.015152914449572563,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011584593914449215,-0.18777458369731903,-2.4712464809417725,-3.135843276977539,0.003894863184541464,1.1111170053482056,-0.00934511050581932,0.0067481547594070435,-0.003776229452341795,2000,1000,2000,1000,False
1890852,1890908,1890912,1890940000,-0.024633219465613365,0.23896270990371704,0.00653076171875,0.009444990195333958,-0.02649306133389473,-0.014110156334936619,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011246786452829838,-0.18754033744335175,-2.4697816371917725,-3.135544776916504,0.004034589510411024,1.1110587120056152,0.009840872138738632,-0.008249444887042046,-0.0001778943551471457,2000,1000,2000,1000,False
1890956,1891012,1891012,1891040000,-0.024684486910700798,0.23843145370483398,0.005096435546875,0.010537859983742237,-0.026226283982396126,-0.013921777717769146,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011465602554380894,-0.186746746301651,-2.4685914516448975,-3.135338544845581,0.003678036853671074,1.1111445426940918,0.002734882989898324,-0.016568176448345184,-0.006757833529263735,2000,1000,2000,1000,False
1891060,1891108,1891112,1891140000,-0.02431999146938324,0.23734034597873688,0.004180908203125,0.00978720560669899,-0.025660177692770958,-0.010421437211334705,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011929715983569622,-0.18557138741016388,-2.4678285121917725,-3.135220766067505,0.003928509075194597,1.1111783981323242,-0.003645337885245681,-0.006081881932914257,-0.004603443667292595,2000,1000,2000,1000,False
1891156,1891204,1891212,1891240000,-0.02398432046175003,0.23637160658836365,0.003662109375,0.009138649329543114,-0.028100457042455673,-0.010779149830341339,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011575679294764996,-0.1858549416065216,-2.4680116176605225,-3.1352086067199707,0.004149807617068291,1.1117604970932007,-0.014457162469625473,-0.004294116981327534,-0.01235036738216877,2000,1000,2000,1000,False
1891260,1891308,1891316,1891340000,-0.024710439145565033,0.23717354238033295,0.0042724609375,0.009310075081884861,-0.03129095956683159,-0.009722256101667881,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011122562922537327,-0.18602608144283295,-2.4685609340667725,-3.1354002952575684,0.004463394172489643,1.111974835395813,-0.015941809862852097,-0.006679800804704428,4.9062164180213585e-06,2000,1000,2000,1000,False
1891356,1891412,1891416,1891440000,-0.02499936893582344,0.2368556559085846,0.004852294921875,0.006274124141782522,-0.032599933445453644,-0.0072393473237752914,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010873014107346535,-0.1851387470960617,-2.4693238735198975,-3.135291814804077,0.0042038834653794765,1.1114994287490845,0.001879578223451972,0.00895383208990097,0.00915081799030304,2000,1000,2000,1000,False
1891460,1891508,1891516,1891540000,-0.02520197257399559,0.23541295528411865,0.005615234375,0.004453529603779316,-0.03647245466709137,-0.005686311516910791,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010762415826320648,-0.18344296514987946,-2.4699952602386475,-3.135786294937134,0.004324817564338446,1.1112022399902344,0.0009880166035145521,0.0187230221927166,0.002853709738701582,2000,1000,2000,1000,False
1891556,1891612,1891616,1891640000,-0.025430606678128242,0.2338961362838745,0.006103515625,0.005229594185948372,-0.0403943806886673,-0.0070260860957205296,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010150822810828686,-0.18354441225528717,-2.4702699184417725,-3.136119842529297,0.00467036385089159,1.1114420890808105,-0.0023087181616574526,-0.0049216412007808685,-0.007462495472282171,2000,1000,2000,1000,False
1891660,1891708,1891716,1891740000,-0.0262069683521986,0.23462466895580292,0.00628662109375,0.004034609068185091,-0.04174158722162247,-0.005444728769361973,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.00965750403702259,-0.18341462314128876,-2.4703614711761475,-3.136202573776245,0.004378270357847214,1.1117360591888428,0.0107565363869071,-0.01215343177318573,-0.002909034490585327,2000,1000,2000,1000,False
1891756,1891812,1891816,1891840000,-0.02651992440223694,0.23381562530994415,0.006317138671875,0.004116961732506752,-0.04600292816758156,-0.003905506106093526,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.009452474303543568,-0.18196208775043488,-2.4704225063323975,-3.136054754257202,0.004821324720978737,1.111846685409546,0.0032638637349009514,0.0038039444480091333,-0.019342875108122826,2000,1000,2000,1000,False
1891860,1891908,1891912,1891940000,-0.02678060717880726,0.2318008840084076,0.006378173828125,-0.0009888396598398685,-0.047030482441186905,-0.0020812703296542168,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.009224087931215763,-0.1797439157962799,-2.4703919887542725,-3.1359944343566895,0.005027375649660826,1.1117887496948242,-0.014620858244597912,0.008976638317108154,-0.003849813248962164,2000,1000,2000,1000,False
1891956,1892004,1892012,1892040000,-0.027019718661904335,0.22960345447063446,0.006103515625,-1.2587726814672351e-05,-0.04978598281741142,-0.0013323237653821707,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.008714841678738594,-0.17863662540912628,-2.4695680141448975,-3.135852813720703,0.004735867027193308,1.1117109060287476,0.009642332792282104,-0.0008742415229789913,0.010259031318128109,2000,1000,2000,1000,False
1892052,1892108,1892112,1892140000,-0.027739739045500755,0.2287662774324417,0.005126953125,-0.001332333660684526,-0.05195198953151703,-0.0008732601418159902,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.008096660487353802,-0.177047461271286,-2.4688050746917725,-3.13542103767395,0.00475288974121213,1.1116827726364136,0.00662592938169837,0.005908813327550888,0.005321412347257137,2000,1000,2000,1000,False
1892156,1892204,1892212,1892240000,-0.028348656371235847,0.22640396654605865,0.004547119140625,-0.0016054331790655851,-0.05589986965060234,-0.0008215301786549389,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.007635603658854961,-0.17442697286605835,-2.4684998989105225,-3.1355316638946533,0.0046747890301048756,1.1114102602005005,-0.009908161126077175,0.0029184017330408096,0.01596609316766262,2000,1000,2000,1000,False
1892252,1892308,1892312,1892340000,-0.02879713475704193,0.2233402132987976,0.00439453125,-0.003540697740390897,-0.05336073786020279,0.0008548341575078666,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.007123796734958887,-0.17096646130084991,-2.4684083461761475,-3.135805606842041,0.004754222463816404,1.1112399101257324,0.001165779773145914,-0.006461659912019968,0.00678981514647603,2000,1000,2000,1000,False
1892356,1892404,1892412,1892440000,-0.02936478890478611,0.21997950971126556,0.004364013671875,-0.004779722075909376,-0.053928934037685394,-0.0005502607673406601,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.006567925680428743,-0.16936126351356506,-2.4685304164886475,-3.1352808475494385,0.004543587565422058,1.110805630683899,-0.020540183410048485,0.0012018746929243207,0.0036110312212258577,2000,1000,2000,1000,False
1892460,1892508,1892512,1892536000,-0.02990003488957882,0.21874672174453735,0.00445556640625,-0.0016717745456844568,-0.05466746538877487,-0.0016330709913745522,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.006350367795675993,-0.1675804853439331,-2.4683778285980225,-3.135526180267334,0.004302671644836664,1.1107449531555176,-0.0072663589380681515,-0.0003926040371879935,-0.006647314876317978,2000,1000,2000,1000,False
1892556,1892604,1892612,1892636000,-0.029842577874660492,0.21652203798294067,0.00408935546875,0.00024951505474746227,-0.05351310223340988,-0.0035391729325056076,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.006523926742374897,-0.16510707139968872,-2.4678590297698975,-3.1354217529296875,0.0045776814222335815,1.1107724905014038,0.0038141272962093353,0.00516132777556777,0.018407480791211128,2000,1000,2000,1000,False
1892660,1892708,1892712,1892740000,-0.02959149144589901,0.21329337358474731,0.003570556640625,-0.00041043059900403023,-0.05262697488069534,-0.002956937998533249,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.006794741842895746,-0.16169381141662598,-2.4674928188323975,-3.135531187057495,0.004374988377094269,1.1106877326965332,-0.006401411723345518,0.008558056317269802,-0.007727157324552536,2000,1000,2000,1000,False
1892756,1892804,1892812,1892836000,-0.029236190021038055,0.2107517421245575,0.003143310546875,0.0011959306430071592,-0.05487184599041939,-0.001508965389803052,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.007128730416297913,-0.16196209192276,-2.4665467739105225,-3.1359405517578125,0.004369023256003857,1.1109719276428223,-0.00995515938848257,-0.001313240616582334,-0.012484623119235039,2000,1000,2000,1000,False
1892852,1892908,1892912,1892940000,-0.028827184811234474,0.21227240562438965,0.001922607421875,0.0037142103537917137,-0.057157665491104126,-0.0011208669748157263,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.0076974197290837765,-0.16233885288238525,-2.4652955532073975,-3.1361372470855713,0.00394275551661849,1.1109704971313477,0.0073731448501348495,0.01390846911817789,0.0013009053654968739,2000,1000,2000,1000,False
1892956,1893004,1893012,1893036000,-0.028157968074083328,0.21176815032958984,0.00079345703125,0.0051284367218613625,-0.05707019194960594,6.427596235880628e-05,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.008355698548257351,-0.16120077669620514,-2.4644715785980225,-3.1364247798919678,0.0036840043030679226,1.1108319759368896,-0.006370942573994398,0.007187015376985073,0.003906243247911334,2000,1000,2000,1000,False
1893052,1893108,1893112,1893140000,-0.027320697903633118,0.20987728238105774,-3.0517578125e-05,0.008426711894571781,-0.059317559003829956,-0.004144818522036076,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.00943383015692234,-0.15833547711372375,-2.4634034633636475,-3.136385202407837,0.004119758028537035,1.1107425689697266,0.009228137321770191,-0.02442445047199726,0.0005944836884737015,2000,1000,2000,1000,False
1893156,1893204,1893212,1893240000,-0.026236023753881454,0.20729421079158783,-0.001007080078125,0.010762691497802734,-0.06400248408317566,-0.0027671554125845432,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.009904108941555023,-0.15884701907634735,-2.4629151821136475,-3.1362345218658447,0.003992638550698757,1.1111053228378296,0.0014092853525653481,0.003223069477826357,-0.01004176214337349,2000,1000,2000,1000,False
1893252,1893308,1893312,1893340000,-0.026071446016430855,0.20908184349536896,-0.00115966796875,0.007598801515996456,-0.06643115729093552,-0.0032681869342923164,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010114372707903385,-0.1593698263168335,-2.4628541469573975,-3.136549234390259,0.003972919192165136,1.1110846996307373,-0.008381594903767109,0.000941471429541707,0.012802244164049625,2000,1000,2000,1000,False
1893356,1893404,1893412,1893440000,-0.025693673640489578,0.20860636234283447,-0.001251220703125,0.008354427292943,-0.06576915830373764,-0.0037718855310231447,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010628730989992619,-0.15815362334251404,-2.4628236293792725,-3.1363213062286377,0.004098914097994566,1.1109439134597778,0.002997875213623047,-0.010968968272209167,-0.005740275140851736,2000,1000,2000,1000,False
1893452,1893508,1893512,1893536000,-0.025002360343933105,0.2067462056875229,-0.001312255859375,0.011856574565172195,-0.06391411274671555,-0.0040270546451210976,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011450083926320076,-0.15554027259349823,-2.4625794887542725,-3.1364693641662598,0.003921240568161011,1.1110587120056152,-0.0062714507803320885,-0.010507959872484207,-0.008322574198246002,2000,1000,2000,1000,False
1893556,1893604,1893612,1893636000,-0.02449829690158367,0.20435793697834015,-0.001617431640625,0.010525669902563095,-0.06645016372203827,-0.003378863912075758,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011055192910134792,-0.15604537725448608,-2.4623658657073975,-3.136364221572876,0.0038101603277027607,1.1106297969818115,0.004325038753449917,0.0024516647681593895,0.013385063037276268,2000,1000,2000,1000,False
1893652,1893708,1893712,1893740000,-0.02522761933505535,0.20615093410015106,-0.00164794921875,0.012121319770812988,-0.06612075120210648,-0.003085287055000663,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010756495408713818,-0.15660233795642853,-2.4624269008636475,-3.1367552280426025,0.003868934465572238,1.1103013753890991,-0.00225825235247612,0.004693263676017523,0.009347260929644108,2000,1000,2000,1000,False
1893756,1893804,1893812,1893840000,-0.0251409150660038,0.20573878288269043,-0.00152587890625,0.013175525702536106,-0.06435511261224747,-0.002540390007197857,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011028813198208809,-0.1554572880268097,-2.4625489711761475,-3.1367859840393066,0.003652304643765092,1.1101564168930054,-0.015586118213832378,-0.0060100192204117775,0.006803182885050774,2000,1000,2000,1000,False
1893852,1893908,1893912,1893940000,-0.024767285212874413,0.20374757051467896,-0.001434326171875,0.012321540154516697,-0.06645957380533218,-0.0010704162996262312,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011560422368347645,-0.1525714248418808,-2.4626100063323975,-3.136348009109497,0.0032119425013661385,1.1101744174957275,-0.006624775473028421,0.0064848363399505615,0.010478107258677483,2000,1000,2000,1000,False
1893956,1894004,1894012,1894040000,-0.024431532248854637,0.20146790146827698,-0.00164794921875,0.016229119151830673,-0.06802129000425339,-0.005211238283663988,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010873980820178986,-0.15396395325660706,-2.4619081020355225,-3.1363415718078613,0.002634650794789195,1.1100178956985474,0.00727003114297986,0.02062123268842697,-0.009781516157090664,2000,1000,2000,1000,False
1894052,1894108,1894112,1894140000,-0.02565775439143181,0.2045798897743225,-0.002685546875,0.014907176606357098,-0.06710035353899002,-0.010320274159312248,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.010022706352174282,-0.15560203790664673,-2.4606568813323975,-3.136502742767334,0.0021420379634946585,1.110040545463562,-0.017767881974577904,0.004565752111375332,0.007833316922187805,2000,1000,2000,1000,False
1894156,1894204,1894212,1894240000,-0.026097409427165985,0.20488694310188293,-0.00408935546875,0.019661514088511467,-0.07108619809150696,-0.014052800834178925,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01014212891459465,-0.15464140474796295,-2.4591004848480225,-3.13698410987854,0.0020521441474556923,1.109609842300415,-0.0022060158662497997,-0.002074137795716524,0.01632799580693245,2000,1000,2000,1000,False
1894252,1894308,1894312,1894340000,-0.025453275069594383,0.20283861458301544,-0.0057373046875,0.021323146298527718,-0.0721617266535759,-0.014764102175831795,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011185319162905216,-0.151749849319458,-2.4574830532073975,-3.1373560428619385,0.002101027173921466,1.1099011898040771,-0.007223154883831739,0.003791168797761202,0.00013920078345108777,2000,1000,2000,1000,False
1894356,1894404,1894412,1894436000,-0.024371523410081863,0.20073385536670685,-0.007080078125,0.02326919510960579,-0.07007750123739243,-0.012259161099791527,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.011727094650268555,-0.1534826159477234,-2.4567201137542725,-3.1373445987701416,0.001960416091606021,1.1100026369094849,0.013875479809939861,0.008580169640481472,-0.006213847082108259,2000,1000,2000,1000,False
1894452,1894508,1894512,1894540000,-0.023842299357056618,0.2043532431125641,-0.007659912109375,0.026800276711583138,-0.06433571130037308,-0.012090104632079601,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.012828327715396881,-0.15588106215000153,-2.4559571743011475,-3.137869358062744,0.0019029765389859676,1.1096343994140625,-0.02018125355243683,-0.002144562778994441,0.01950228027999401,2000,1000,2000,1000,False
1894556,1894604,1894612,1894640000,-0.022296663373708725,0.2057357132434845,-0.008544921875,0.028915639966726303,-0.06286406517028809,-0.013212473131716251,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.014487778767943382,-0.15604059398174286,-2.4549195766448975,-3.137791156768799,0.0017638052813708782,1.1097687482833862,-0.014007633551955223,-0.006711467169225216,0.017248883843421936,2000,1000,2000,1000,False
1894652,1894708,1894712,1894740000,-0.020245663821697235,0.20497548580169678,-0.00970458984375,0.032289281487464905,-0.06303531676530838,-0.014901867136359215,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01681840978562832,-0.1543446183204651,-2.4535768032073975,-3.138002872467041,0.0013851779513061047,1.1095025539398193,-0.006212477572262287,-0.005050132982432842,0.012462974525988102,2000,1000,2000,1000,False
1894756,1894804,1894812,1894840000,-0.017765896394848824,0.20367446541786194,-0.011138916015625,0.03581070527434349,-0.06284143775701523,-0.018996968865394592,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.01873045414686203,-0.1559295356273651,-2.4523255825042725,-3.1378819942474365,0.0016314458334818482,1.109727382659912,-0.00024592006229795516,-0.0073316958732903,0.008872016333043575,2000,1000,2000,1000,False
1894852,1894908,1894912,1894936000,-0.01572178304195404,0.20655183494091034,-0.01239013671875,0.04088415578007698,-0.05964486300945282,-0.01787516474723816,-0.03658611327409744,0.04131903499364853,-2.4640395641326904,-0.021313007920980453,-0.1575288325548172,-2.4508607387542725,-3.1377451419830322,0.0016053022118285298,1.1097383499145508,-0.000628387089818716,0.0005660796887241304,-0.014229495078325272,2000,1000,2000,1000,False
